id,gender,seniorCitizen,partner,dependents,tenure,phoneService,multipleLines,internetService,onlineSecurity,onlineBackup,deviceProtection,techSupport,streamingTV,streamingMovies,contract,paperlessBilling,paymentMethod,monthlyCharges,totalCharges,churn,date
6684,Male,False,False,False,43,False,No phone service,DSL,No,No,Yes,Yes,No,Yes,One year,False,Electronic check,44.15,1931.3,False,2024-12-09
6685,Female,False,False,True,11,False,No phone service,DSL,Yes,No,No,Yes,No,No,One year,True,Mailed check,36.05,402.6,False,2025-02-17
6686,Female,False,True,False,45,True,No,DSL,No,No,Yes,No,No,No,Month-to-month,True,Credit card (automatic),50.25,2221.55,False,2024-09-01
6687,Male,False,True,False,72,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),109.75,7758.9,False,2024-12-12
6688,Female,True,True,False,2,True,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,False,Electronic check,79.2,172.85,True,2025-01-21
6689,Female,False,True,True,12,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),20.3,224.5,False,2025-04-17
6690,Female,False,True,True,67,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,True,Credit card (automatic),112.35,7388.45,False,2025-01-25
6691,Male,False,True,False,37,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,False,Mailed check,94.3,3460.95,False,2025-02-03
6692,Female,False,False,False,39,False,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,False,Bank transfer (automatic),41.15,1700.9,False,2024-05-12
6693,Female,False,False,False,41,True,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,True,Bank transfer (automatic),74.65,3090.65,False,2025-02-04
6694,Female,False,False,False,25,False,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,48.25,1293.8,False,2024-08-05
6695,Male,False,True,True,8,True,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,True,Credit card (automatic),76.15,645.8,False,2025-02-03
6696,Female,False,True,True,71,True,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,False,Mailed check,71.1,5224.95,False,2024-06-01
6697,Male,False,False,False,5,True,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,False,Electronic check,96.55,500.1,False,2024-12-08
6698,Female,False,False,False,30,True,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,True,Credit card (automatic),79.3,2427.1,False,2024-12-13
6699,Male,False,False,False,40,True,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,True,Credit card (automatic),89.6,3488.15,False,2024-07-20
6700,Female,False,False,False,54,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,20.5,1035.7,False,2024-05-24
6701,Male,False,True,False,72,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,True,Bank transfer (automatic),106.3,7565.35,False,2024-12-17
6702,Male,False,True,True,28,True,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,False,Bank transfer (automatic),100.35,2799.0,False,2024-10-07
6703,Male,False,True,True,18,True,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,True,Electronic check,85.6,1601.5,False,2024-08-19
6704,Female,False,False,False,2,False,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,45.25,85.5,True,2024-06-08
6705,Female,False,True,True,59,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,True,Electronic check,106.15,6256.2,False,2025-03-29
6706,Male,False,True,True,22,True,No,DSL,No,No,No,Yes,No,No,Month-to-month,True,Electronic check,51.1,1232.9,False,2024-08-24
6707,Female,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.9,19.9,False,2025-04-28
6708,Female,True,True,False,72,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Credit card (automatic),25.7,1937.4,False,2024-11-18
6709,Female,True,False,False,14,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,74.3,1096.25,True,2024-10-19
6710,Male,False,True,False,50,True,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,False,Electronic check,99.4,5059.75,False,2025-03-17
6711,Female,False,True,True,48,True,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,False,Bank transfer (automatic),69.7,3023.65,False,2025-02-10
6712,Female,False,True,True,49,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,98.35,4889.2,False,2024-05-19
6713,Male,False,True,True,28,True,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,False,Electronic check,85.45,2289.9,False,2024-06-28
6714,Male,True,False,False,68,True,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,True,Electronic check,95.9,6503.2,False,2025-03-29
6715,Male,False,False,False,13,True,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,False,Electronic check,100.75,1313.25,False,2024-05-13
6716,Female,False,False,False,11,True,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,True,Electronic check,89.2,990.3,False,2024-11-12
6717,Female,False,True,False,3,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Credit card (automatic),74.1,228.0,True,2024-11-17
6718,Male,True,True,False,57,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,False,Electronic check,100.6,5746.15,True,2024-07-11
6719,Male,False,False,False,3,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Mailed check,75.0,209.1,True,2024-08-17
6720,Male,False,True,False,72,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),25.75,1864.2,False,2025-03-23
6721,Male,False,True,True,70,True,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,True,Electronic check,84.1,5979.7,False,2024-09-05
6722,Female,False,True,True,49,True,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,False,Bank transfer (automatic),79.3,3902.45,False,2025-02-08
6723,Female,True,True,False,67,True,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,True,Credit card (automatic),107.05,7142.5,False,2025-04-13
6724,Male,False,False,False,46,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),20.05,902.0,False,2024-12-05
6725,Female,True,False,False,64,True,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,True,Credit card (automatic),70.2,4481.0,True,2025-03-29
6726,Female,False,True,False,37,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Bank transfer (automatic),19.5,805.2,False,2025-02-22
6727,Female,True,False,False,2,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Electronic check,70.75,154.85,True,2024-06-03
6728,Female,True,True,False,13,False,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,False,Electronic check,45.3,528.45,False,2024-11-21
6729,Female,False,True,False,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Electronic check,115.15,8349.7,False,2024-11-23
6730,Male,False,True,True,68,True,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),72.95,4953.25,False,2024-05-28
6731,Male,False,True,True,15,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.65,332.65,False,2025-03-02
6732,Female,False,False,False,24,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Bank transfer (automatic),19.55,470.2,False,2025-03-11
6733,Female,False,False,False,24,True,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,True,Electronic check,89.55,2259.35,False,2025-02-24
6734,Male,False,False,False,27,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,False,Mailed check,50.35,1411.35,False,2024-05-19
6735,Male,False,False,False,12,True,No,DSL,No,No,No,Yes,No,No,Month-to-month,False,Bank transfer (automatic),50.25,593.75,True,2024-06-09
6736,Female,False,True,True,71,True,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Credit card (automatic),87.25,6328.7,False,2024-05-15
6737,Male,False,True,True,67,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,20.8,1411.9,False,2025-02-16
6738,Female,False,True,False,63,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),109.25,6841.4,False,2024-06-21
6739,Male,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.35,20.35,False,2024-12-20
6740,Male,False,False,False,4,True,No,DSL,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,55.9,238.5,False,2025-03-25
6741,Female,True,False,False,40,True,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,True,Credit card (automatic),79.2,3233.85,True,2024-09-25
6742,Female,False,False,False,12,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,96.0,1062.1,True,2024-09-29
6743,Male,False,True,True,52,True,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,False,Electronic check,79.2,4016.3,False,2025-04-14
6744,Male,False,False,False,10,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Electronic check,24.0,226.55,False,2024-05-14
6745,Male,False,False,False,68,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,False,Bank transfer (automatic),101.35,7110.75,False,2024-06-05
6746,Female,False,False,False,54,True,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,True,Electronic check,100.1,5440.9,True,2024-07-15
6747,Female,False,True,True,4,True,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,False,Mailed check,56.5,235.1,True,2024-09-10
6748,Female,False,True,False,52,False,No phone service,DSL,Yes,No,Yes,No,No,No,One year,False,Mailed check,35.45,1958.95,False,2025-01-11
6749,Female,True,False,False,1,True,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,True,Electronic check,85.0,85.0,True,2025-03-06
6750,Male,False,True,False,70,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,False,Bank transfer (automatic),79.4,5528.9,False,2024-05-31
6751,Male,False,False,False,43,False,No phone service,DSL,Yes,No,Yes,No,No,No,One year,True,Credit card (automatic),35.2,1463.7,False,2024-09-26
6752,Male,False,False,False,52,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.65,1025.05,False,2024-06-01
6753,Female,False,False,False,12,False,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,False,Mailed check,49.85,552.1,False,2025-01-12
6754,Female,False,True,True,56,True,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,False,Bank transfer (automatic),68.75,3815.4,False,2025-04-05
6755,Male,False,False,True,0,True,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,True,Bank transfer (automatic),61.9,,False,2025-03-06
6756,Male,False,False,False,42,True,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,False,Electronic check,79.9,3313.4,False,2024-12-15
6757,Male,True,True,False,22,True,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Bank transfer (automatic),89.75,1938.9,False,2024-07-11
6758,Male,False,True,True,51,False,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,False,Electronic check,59.3,3014.65,True,2024-10-28
6759,Male,False,False,False,27,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Credit card (automatic),19.4,460.25,False,2024-06-24
6760,Male,True,True,False,51,True,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,True,Bank transfer (automatic),93.65,4839.15,False,2024-12-13
6761,Male,False,False,True,4,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,True,Electronic check,49.4,184.4,True,2024-10-20
6762,Male,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,19.9,19.9,False,2025-04-17
6763,Male,False,False,False,35,True,No,DSL,No,No,No,No,Yes,No,Month-to-month,False,Mailed check,55.0,2010.55,True,2025-02-12
6764,Male,True,True,True,71,True,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,True,Bank transfer (automatic),72.9,5139.65,False,2024-05-03
6765,Female,False,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,69.2,69.2,True,2024-10-29
6766,Female,False,True,True,69,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Bank transfer (automatic),25.6,1673.4,False,2024-12-19
6767,Male,False,True,True,14,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.75,309.35,False,2024-11-21
6768,Male,False,True,False,57,True,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,False,Electronic check,55.7,3171.6,False,2024-10-25
6769,Female,False,True,True,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Credit card (automatic),117.5,8670.1,False,2024-07-17
6770,Male,False,False,False,48,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.85,916.0,False,2024-09-04
6771,Female,False,True,True,4,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Mailed check,78.9,299.75,False,2024-07-07
6772,Male,False,True,True,31,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Electronic check,20.65,702.05,False,2024-08-11
6773,Male,False,False,False,38,True,No,DSL,No,No,Yes,Yes,No,Yes,One year,True,Mailed check,62.3,2354.8,True,2024-07-07
6774,Male,True,True,False,37,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,92.5,3473.4,True,2024-10-23
6775,Female,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.65,19.65,False,2024-08-04
6776,Male,True,False,False,57,True,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,True,Bank transfer (automatic),79.75,4438.2,False,2025-04-01
6777,Female,True,True,False,62,True,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),79.95,4819.75,False,2024-11-05
6778,Male,False,True,False,3,False,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,True,Electronic check,29.9,92.25,False,2024-12-29
6779,Female,False,False,True,72,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,19.75,1567.0,False,2025-03-07
6780,Male,False,False,True,29,False,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,True,Mailed check,45.0,1242.45,False,2024-06-25
6781,Male,False,True,True,13,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Bank transfer (automatic),44.8,559.2,False,2024-05-31
6782,Male,False,False,True,3,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Electronic check,69.65,220.1,True,2025-03-23
6783,Female,False,False,False,11,True,No,DSL,No,Yes,No,No,No,No,Month-to-month,False,Electronic check,51.1,531.15,False,2024-06-23
6784,Female,False,False,True,21,False,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,False,Mailed check,53.15,1183.2,False,2024-11-04
6785,Female,False,False,False,19,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Bank transfer (automatic),24.7,465.85,False,2024-10-21
6786,Male,False,False,False,61,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),111.6,6876.05,True,2024-06-30
6787,Female,False,False,False,11,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,False,Credit card (automatic),48.55,501.0,True,2025-02-22
6788,Male,False,True,True,35,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,True,Electronic check,109.95,3782.4,False,2024-06-14
6789,Male,False,False,True,25,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.8,460.2,False,2024-12-12
6790,Female,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,20.2,20.2,True,2024-05-27
6791,Female,False,False,False,67,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Bank transfer (automatic),25.6,1790.35,False,2024-05-16
6792,Male,False,False,False,19,False,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,True,Electronic check,39.65,733.35,True,2025-03-03
6793,Male,False,False,False,56,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Electronic check,24.9,1334.0,True,2025-04-01
6794,Male,False,True,True,72,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,True,Credit card (automatic),108.4,7767.25,False,2025-03-05
6795,Male,False,False,False,43,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.55,876.15,False,2024-07-10
6796,Female,False,True,True,55,True,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,True,Electronic check,85.1,4600.95,False,2024-09-21
6797,Male,False,True,True,2,True,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,False,Mailed check,56.7,113.55,True,2024-11-10
6798,Male,False,False,False,27,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Mailed check,69.05,1793.25,False,2025-04-22
6799,Female,False,False,False,13,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Mailed check,70.15,886.7,False,2024-08-22
6800,Female,False,False,False,70,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,True,Mailed check,111.15,7737.55,False,2024-09-05
6801,Female,False,True,False,14,True,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,False,Mailed check,105.95,1348.9,True,2025-03-16
6802,Female,False,True,True,19,True,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,True,Bank transfer (automatic),89.35,1686.85,False,2024-05-30
6803,Female,False,False,False,20,True,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,True,Bank transfer (automatic),89.1,1879.25,False,2024-09-07
6804,Male,False,True,True,43,True,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,True,Credit card (automatic),91.25,4013.8,False,2024-06-24
6805,Male,False,True,True,5,True,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,True,Mailed check,90.35,434.5,False,2025-05-02
6806,Female,True,True,False,70,True,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,True,Bank transfer (automatic),105.55,7195.35,False,2024-11-25
6807,Female,False,True,False,40,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.1,780.1,False,2024-12-24
6808,Male,False,True,True,6,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Credit card (automatic),20.4,107.6,False,2024-09-24
6809,Male,False,False,False,39,True,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,True,Electronic check,100.45,3801.7,False,2025-01-24
6810,Male,True,True,False,4,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Electronic check,74.95,308.7,True,2024-11-19
6811,Male,False,False,False,15,False,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,True,Electronic check,29.7,438.25,True,2024-09-08
6812,Male,False,True,False,1,False,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,50.35,50.35,True,2024-07-09
6813,Female,True,False,False,45,True,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,True,Bank transfer (automatic),85.7,3778.1,False,2024-08-23
6814,Female,False,True,False,64,False,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,False,Electronic check,47.85,3147.5,True,2024-08-13
6815,Female,True,True,False,57,True,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,False,Credit card (automatic),94.0,5438.95,False,2024-05-08
6816,Male,False,True,True,72,True,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,False,Bank transfer (automatic),69.85,5102.35,False,2025-04-28
6817,Male,False,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,70.3,70.3,True,2025-02-23
6818,Male,False,True,False,72,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),25.85,1872.2,False,2024-10-02
6819,Female,False,False,False,3,True,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,False,Mailed check,71.1,213.35,False,2025-01-06
6820,Male,True,False,False,55,True,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,98.8,5617.75,True,2024-06-01
6821,Female,False,True,False,59,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,False,Electronic check,93.35,5386.5,False,2024-10-31
6822,Female,False,False,False,18,True,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,True,Bank transfer (automatic),99.85,1776.95,True,2025-04-05
6823,Male,True,True,False,32,True,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Credit card (automatic),80.3,2483.05,True,2025-02-10
6824,Female,False,False,False,4,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,True,Bank transfer (automatic),50.55,235.65,False,2024-11-18
6825,Female,True,False,False,66,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Credit card (automatic),80.45,5224.35,True,2025-03-30
6826,Male,False,False,False,27,True,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,True,Electronic check,81.3,2272.8,False,2024-08-16
6827,Male,False,False,False,4,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Credit card (automatic),20.7,83.75,False,2024-07-10
6828,Male,False,True,True,60,True,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,True,Credit card (automatic),79.05,4663.4,False,2024-05-23
6829,Female,False,True,True,8,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.05,201.7,False,2025-04-02
6830,Male,False,True,True,8,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.6,125.0,False,2025-01-02
6831,Male,False,False,False,35,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,20.2,684.4,False,2024-07-13
6832,Male,False,False,False,7,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,86.8,620.35,True,2025-04-10
6833,Female,False,True,True,53,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.9,1146.05,False,2024-07-06
6834,Female,True,False,False,18,True,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,True,Credit card (automatic),103.6,1806.35,False,2024-09-04
6835,Female,False,False,False,15,False,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,True,Mailed check,38.8,603.0,False,2024-09-19
6836,Male,False,True,False,67,True,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,True,Bank transfer (automatic),88.4,5798.3,False,2024-05-16
6837,Male,True,True,False,6,True,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,True,Electronic check,84.2,519.15,True,2024-10-01
6838,Male,True,False,False,6,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,79.7,497.6,False,2024-05-08
6839,Male,False,False,False,13,True,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,True,Mailed check,99.0,1301.7,True,2024-11-08
6840,Female,False,False,False,11,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,100.75,1129.75,True,2024-05-29
6841,Male,False,False,True,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,19.3,19.3,False,2024-06-13
6842,Male,False,False,False,5,True,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,True,Mailed check,55.75,266.95,False,2025-04-13
6843,Male,False,False,False,13,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Mailed check,19.95,257.0,False,2024-11-06
6844,Female,False,True,False,9,True,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,False,Bank transfer (automatic),91.75,865.8,True,2024-05-18
6845,Male,False,False,False,29,True,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,False,Mailed check,89.65,2623.65,False,2024-05-15
6846,Male,True,False,False,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Mailed check,45.85,45.85,False,2024-05-23
6847,Female,False,False,False,1,True,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,True,Mailed check,79.55,79.55,True,2024-07-01
6848,Female,False,True,True,18,True,No,DSL,No,No,No,No,Yes,No,Month-to-month,False,Mailed check,55.95,1082.8,False,2025-01-07
6849,Female,False,True,False,2,True,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,False,Credit card (automatic),69.0,147.8,False,2024-10-31
6850,Male,False,True,True,30,True,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,True,Bank transfer (automatic),83.55,2570.2,False,2025-04-13
6851,Male,False,False,True,66,True,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,False,Bank transfer (automatic),65.7,4378.9,False,2024-09-07
6852,Male,False,True,True,38,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,True,Bank transfer (automatic),94.9,3616.25,False,2024-06-05
6853,Male,False,True,True,44,True,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,True,Mailed check,61.9,2924.05,False,2025-01-11
6854,Female,False,False,False,54,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,False,Electronic check,111.1,6014.85,True,2024-12-29
6855,Male,False,False,False,2,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.0,32.7,False,2024-09-22
6856,Female,False,False,False,42,True,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,True,Mailed check,67.7,2882.25,False,2024-07-27
6857,Female,False,True,True,58,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),25.15,1509.9,False,2025-03-07
6858,Male,False,True,True,58,True,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,92.85,5305.05,False,2025-03-15
6859,Female,False,True,True,25,True,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,True,Electronic check,89.1,2368.4,True,2024-09-27
6860,Female,False,False,False,71,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Mailed check,111.3,7985.9,False,2025-04-23
6861,Female,False,False,False,37,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Bank transfer (automatic),101.9,3545.35,True,2024-05-10
6862,Female,False,True,True,14,True,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,True,Electronic check,91.65,1301.0,True,2024-08-28
6863,Female,True,False,False,4,True,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,True,Electronic check,88.85,372.45,True,2024-12-04
